ThaiName,EnglishName,Type
โรงเรียนจิตติมาธีรวิทยา,,"organization, place"
โรงเรียนจิตพิมล,,"organization, place"
โรงเรียนจิตรลดา,,"organization, place"
โรงเรียนจิตราวิทยา,,"organization, place"
โรงเรียนจิตศรัทธาวิทยานุสรณ์,,"organization, place"
โรงเรียนจินดานุกูล,,"organization, place"
โรงเรียนจินดาบำรุง ,,"organization, place"
โรงเรียนจินดาพงศ์,,"organization, place"
โรงเรียนจินดารัตน์,,"organization, place"
โรงเรียนจินดาวัฒน์,,"organization, place"
โรงเรียนจินดาศึกษา,,"organization, place"
โรงเรียนจินตนาปัญญาเลิศ,,"organization, place"
โรงเรียนจิ้นเตอะ,,"organization, place"
โรงเรียนจินเต๊อะแก่งคอย,,"organization, place"
โรงเรียนจิ้นฮั้ว,,"organization, place"
โรงเรียนจิปิภพพิทยา,,"organization, place"
โรงเรียนจิรดา,,"organization, place"
โรงเรียนจิรพลวิทยา,,"organization, place"
โรงเรียนจิรพิทยา,,"organization, place"
โรงเรียนจิระศาสตร์วิทยา,,"organization, place"
โรงเรียนจิราภรณ์,,"organization, place"
โรงเรียนจีเนียสคิดส์,,"organization, place"
โรงเรียนจุ๋งฮัวโชะเซียว,,"organization, place"
โรงเรียนจุฑาทิพย์,,"organization, place"
โรงเรียนจุฑารัตน์วิทยา,,"organization, place"
โรงเรียนจุฑาวิทย์,,"organization, place"
โรงเรียนจุนวิทยา,,"organization, place"
โรงเรียนจุ้ยฮั้ววิทยา,,"organization, place"
โรงเรียนจุลสมัย,,"organization, place"
โรงเรียนจุฬเทพ,,"organization, place"
โรงเรียนจุฬเทพบางเสร่,,"organization, place"
โรงเรียนเจนอยุธยา,,"organization, place"
โรงเรียนเจริญธรรมวิทยา,,"organization, place"
โรงเรียนเจริญผลวิทยา,,"organization, place"
โรงเรียนเจริญมิตร,,"organization, place"
โรงเรียนเจริญรัตน์ศึกษาวัฒนา,,"organization, place"
